seq_id,label,label_name,group,steps,severity,cluster_id,source,m6b_step,generated,seed_idx,fail_type,fail_channel,fault_name,primary_label,secondary_label,primary_onset_step,secondary_onset_step,lag_steps,cluster_name,arch_version,base_label,base_fault,masked_channel,mask_type,mask_onset_step,variant,fault_channels,fault_ch_names,subtype,onset_step,multi_sensor_anomaly_count
14632,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,212.0,162.0,cooldown,v14.2,,,,,,,,,,,
14633,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,331.0,281.0,steady_state,v14.2,,,,,,,,,,,
14634,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,287.0,237.0,steady_state,v14.2,,,,,,,,,,,
14635,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,366.0,316.0,cooldown,v14.2,,,,,,,,,,,
14636,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,259.0,209.0,cooldown,v14.2,,,,,,,,,,,
14637,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,360.0,310.0,cooldown,v14.2,,,,,,,,,,,
14638,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,311.0,261.0,cooldown,v14.2,,,,,,,,,,,
14639,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,307.0,257.0,cooldown,v14.2,,,,,,,,,,,
14640,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,228.0,178.0,cooldown,v14.2,,,,,,,,,,,
14641,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,370.0,320.0,steady_state,v14.2,,,,,,,,,,,
14642,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,383.0,333.0,cooldown,v14.2,,,,,,,,,,,
14643,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,263.0,213.0,cooldown,v14.2,,,,,,,,,,,
14644,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,281.0,231.0,steady_state,v14.2,,,,,,,,,,,
14645,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,339.0,289.0,steady_state,v14.2,,,,,,,,,,,
14646,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,400.0,350.0,steady_state,v14.2,,,,,,,,,,,
14647,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,295.0,245.0,cooldown,v14.2,,,,,,,,,,,
14648,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,286.0,236.0,steady_state,v14.2,,,,,,,,,,,
14649,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,202.0,152.0,steady_state,v14.2,,,,,,,,,,,
14650,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,225.0,175.0,cooldown,v14.2,,,,,,,,,,,
14651,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,371.0,321.0,steady_state,v14.2,,,,,,,,,,,
14652,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,389.0,339.0,cooldown,v14.2,,,,,,,,,,,
14653,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,262.0,212.0,cooldown,v14.2,,,,,,,,,,,
14654,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,364.0,314.0,steady_state,v14.2,,,,,,,,,,,
14655,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,292.0,242.0,steady_state,v14.2,,,,,,,,,,,
14656,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,394.0,344.0,cooldown,v14.2,,,,,,,,,,,
14657,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,217.0,167.0,cooldown,v14.2,,,,,,,,,,,
14658,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,398.0,348.0,steady_state,v14.2,,,,,,,,,,,
14659,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,217.0,167.0,cooldown,v14.2,,,,,,,,,,,
14660,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,326.0,276.0,cooldown,v14.2,,,,,,,,,,,
14661,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,288.0,238.0,steady_state,v14.2,,,,,,,,,,,
14662,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,271.0,221.0,cooldown,v14.2,,,,,,,,,,,
14663,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,380.0,330.0,steady_state,v14.2,,,,,,,,,,,
14664,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,205.0,155.0,cooldown,v14.2,,,,,,,,,,,
14665,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,376.0,326.0,cooldown,v14.2,,,,,,,,,,,
14666,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,385.0,335.0,cooldown,v14.2,,,,,,,,,,,
14667,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,210.0,160.0,steady_state,v14.2,,,,,,,,,,,
14668,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,310.0,260.0,cooldown,v14.2,,,,,,,,,,,
14669,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,203.0,153.0,cooldown,v14.2,,,,,,,,,,,
14670,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,284.0,234.0,cooldown,v14.2,,,,,,,,,,,
14671,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,289.0,239.0,steady_state,v14.2,,,,,,,,,,,
14672,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,389.0,339.0,steady_state,v14.2,,,,,,,,,,,
14673,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,326.0,276.0,cooldown,v14.2,,,,,,,,,,,
14674,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,396.0,346.0,steady_state,v14.2,,,,,,,,,,,
14675,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,375.0,325.0,cooldown,v14.2,,,,,,,,,,,
14676,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,239.0,189.0,steady_state,v14.2,,,,,,,,,,,
14677,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,211.0,161.0,cooldown,v14.2,,,,,,,,,,,
14678,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,242.0,192.0,steady_state,v14.2,,,,,,,,,,,
14679,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,386.0,336.0,cooldown,v14.2,,,,,,,,,,,
14680,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,299.0,249.0,cooldown,v14.2,,,,,,,,,,,
14681,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,338.0,288.0,cooldown,v14.2,,,,,,,,,,,
14682,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,322.0,272.0,cooldown,v14.2,,,,,,,,,,,
14683,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,242.0,192.0,steady_state,v14.2,,,,,,,,,,,
14684,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,396.0,346.0,steady_state,v14.2,,,,,,,,,,,
14685,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,372.0,322.0,cooldown,v14.2,,,,,,,,,,,
14686,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,397.0,347.0,steady_state,v14.2,,,,,,,,,,,
14687,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,277.0,227.0,cooldown,v14.2,,,,,,,,,,,
14688,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,345.0,295.0,steady_state,v14.2,,,,,,,,,,,
14689,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,252.0,202.0,steady_state,v14.2,,,,,,,,,,,
14690,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,376.0,326.0,steady_state,v14.2,,,,,,,,,,,
14691,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,318.0,268.0,steady_state,v14.2,,,,,,,,,,,
14692,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,257.0,207.0,cooldown,v14.2,,,,,,,,,,,
14693,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,221.0,171.0,steady_state,v14.2,,,,,,,,,,,
14694,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,343.0,293.0,steady_state,v14.2,,,,,,,,,,,
14695,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,352.0,302.0,cooldown,v14.2,,,,,,,,,,,
14696,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,369.0,319.0,steady_state,v14.2,,,,,,,,,,,
14697,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,384.0,334.0,cooldown,v14.2,,,,,,,,,,,
14698,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,211.0,161.0,steady_state,v14.2,,,,,,,,,,,
14699,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,233.0,183.0,steady_state,v14.2,,,,,,,,,,,
14700,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,228.0,178.0,steady_state,v14.2,,,,,,,,,,,
14701,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,228.0,178.0,cooldown,v14.2,,,,,,,,,,,
14702,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,222.0,172.0,steady_state,v14.2,,,,,,,,,,,
14703,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,223.0,173.0,cooldown,v14.2,,,,,,,,,,,
14704,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,348.0,298.0,cooldown,v14.2,,,,,,,,,,,
14705,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,307.0,257.0,cooldown,v14.2,,,,,,,,,,,
14706,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,293.0,243.0,steady_state,v14.2,,,,,,,,,,,
14707,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,200.0,150.0,steady_state,v14.2,,,,,,,,,,,
14708,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,350.0,300.0,cooldown,v14.2,,,,,,,,,,,
14709,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,253.0,203.0,steady_state,v14.2,,,,,,,,,,,
14710,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,394.0,344.0,cooldown,v14.2,,,,,,,,,,,
14711,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,360.0,310.0,cooldown,v14.2,,,,,,,,,,,
14712,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,349.0,299.0,steady_state,v14.2,,,,,,,,,,,
14713,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,286.0,236.0,cooldown,v14.2,,,,,,,,,,,
14714,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,298.0,248.0,steady_state,v14.2,,,,,,,,,,,
14715,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,208.0,158.0,steady_state,v14.2,,,,,,,,,,,
14716,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,360.0,310.0,steady_state,v14.2,,,,,,,,,,,
14717,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,308.0,258.0,cooldown,v14.2,,,,,,,,,,,
14718,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,276.0,226.0,steady_state,v14.2,,,,,,,,,,,
14719,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,315.0,265.0,cooldown,v14.2,,,,,,,,,,,
14720,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,362.0,312.0,steady_state,v14.2,,,,,,,,,,,
14721,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,330.0,280.0,steady_state,v14.2,,,,,,,,,,,
14722,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,375.0,325.0,steady_state,v14.2,,,,,,,,,,,
14723,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,374.0,324.0,cooldown,v14.2,,,,,,,,,,,
14724,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,286.0,236.0,steady_state,v14.2,,,,,,,,,,,
14725,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,311.0,261.0,cooldown,v14.2,,,,,,,,,,,
14726,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,390.0,340.0,steady_state,v14.2,,,,,,,,,,,
14727,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,270.0,220.0,steady_state,v14.2,,,,,,,,,,,
14728,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,260.0,210.0,cooldown,v14.2,,,,,,,,,,,
14729,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,345.0,295.0,cooldown,v14.2,,,,,,,,,,,
14730,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,311.0,261.0,cooldown,v14.2,,,,,,,,,,,
14731,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,304.0,254.0,steady_state,v14.2,,,,,,,,,,,
14732,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,341.0,291.0,steady_state,v14.2,,,,,,,,,,,
14733,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,243.0,193.0,steady_state,v14.2,,,,,,,,,,,
14734,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,200.0,150.0,steady_state,v14.2,,,,,,,,,,,
14735,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,263.0,213.0,cooldown,v14.2,,,,,,,,,,,
14736,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,325.0,275.0,steady_state,v14.2,,,,,,,,,,,
14737,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,265.0,215.0,steady_state,v14.2,,,,,,,,,,,
14738,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,233.0,183.0,steady_state,v14.2,,,,,,,,,,,
14739,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,218.0,168.0,steady_state,v14.2,,,,,,,,,,,
14740,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,397.0,347.0,steady_state,v14.2,,,,,,,,,,,
14741,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,230.0,180.0,cooldown,v14.2,,,,,,,,,,,
14742,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,379.0,329.0,cooldown,v14.2,,,,,,,,,,,
14743,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,333.0,283.0,cooldown,v14.2,,,,,,,,,,,
14744,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,337.0,287.0,steady_state,v14.2,,,,,,,,,,,
14745,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,321.0,271.0,cooldown,v14.2,,,,,,,,,,,
14746,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,373.0,323.0,cooldown,v14.2,,,,,,,,,,,
14747,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,317.0,267.0,cooldown,v14.2,,,,,,,,,,,
14748,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,347.0,297.0,cooldown,v14.2,,,,,,,,,,,
14749,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,223.0,173.0,steady_state,v14.2,,,,,,,,,,,
14750,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,213.0,163.0,steady_state,v14.2,,,,,,,,,,,
14751,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,243.0,193.0,steady_state,v14.2,,,,,,,,,,,
14752,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,308.0,258.0,steady_state,v14.2,,,,,,,,,,,
14753,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,213.0,163.0,steady_state,v14.2,,,,,,,,,,,
14754,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,355.0,305.0,cooldown,v14.2,,,,,,,,,,,
14755,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,310.0,260.0,steady_state,v14.2,,,,,,,,,,,
14756,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,379.0,329.0,cooldown,v14.2,,,,,,,,,,,
14757,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,385.0,335.0,cooldown,v14.2,,,,,,,,,,,
14758,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,214.0,164.0,cooldown,v14.2,,,,,,,,,,,
14759,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,340.0,290.0,steady_state,v14.2,,,,,,,,,,,
14760,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,394.0,344.0,cooldown,v14.2,,,,,,,,,,,
14761,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,376.0,326.0,cooldown,v14.2,,,,,,,,,,,
14762,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,281.0,231.0,cooldown,v14.2,,,,,,,,,,,
14763,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,232.0,182.0,cooldown,v14.2,,,,,,,,,,,
14764,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,281.0,231.0,cooldown,v14.2,,,,,,,,,,,
14765,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,206.0,156.0,steady_state,v14.2,,,,,,,,,,,
14766,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,344.0,294.0,cooldown,v14.2,,,,,,,,,,,
14767,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,295.0,245.0,cooldown,v14.2,,,,,,,,,,,
14768,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,214.0,164.0,cooldown,v14.2,,,,,,,,,,,
14769,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,250.0,200.0,cooldown,v14.2,,,,,,,,,,,
14770,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,376.0,326.0,cooldown,v14.2,,,,,,,,,,,
14771,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,256.0,206.0,steady_state,v14.2,,,,,,,,,,,
14772,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,313.0,263.0,steady_state,v14.2,,,,,,,,,,,
14773,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,221.0,171.0,steady_state,v14.2,,,,,,,,,,,
14774,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,325.0,275.0,steady_state,v14.2,,,,,,,,,,,
14775,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,344.0,294.0,cooldown,v14.2,,,,,,,,,,,
14776,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,280.0,230.0,steady_state,v14.2,,,,,,,,,,,
14777,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,331.0,281.0,cooldown,v14.2,,,,,,,,,,,
14778,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,257.0,207.0,cooldown,v14.2,,,,,,,,,,,
14779,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,343.0,293.0,cooldown,v14.2,,,,,,,,,,,
14780,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,205.0,155.0,steady_state,v14.2,,,,,,,,,,,
14781,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,304.0,254.0,cooldown,v14.2,,,,,,,,,,,
14782,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,247.0,197.0,steady_state,v14.2,,,,,,,,,,,
14783,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,324.0,274.0,cooldown,v14.2,,,,,,,,,,,
14784,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,204.0,154.0,steady_state,v14.2,,,,,,,,,,,
14785,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,276.0,226.0,steady_state,v14.2,,,,,,,,,,,
14786,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,310.0,260.0,steady_state,v14.2,,,,,,,,,,,
14787,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,326.0,276.0,steady_state,v14.2,,,,,,,,,,,
14788,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,264.0,214.0,steady_state,v14.2,,,,,,,,,,,
14789,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,315.0,265.0,steady_state,v14.2,,,,,,,,,,,
14790,9,,B,700,,1,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,242.0,192.0,steady_state,v14.2,,,,,,,,,,,
14791,9,,B,700,,3,physics_synthetic_compound,,,,,,impeller_imbalance+bearing_wear,2.0,1.0,0.0,308.0,258.0,cooldown,v14.2,,,,,,,,,,,
